x,y
0.0,0.9934283060224653
0.10050251256281408,0.07472287228097341
0.20100502512562815,1.9948422542519704
0.30150753768844224,4.0876937098656185
0.4020100502512563,0.9065050754613235
0.5025125628140704,1.227869380397602
0.6030150753768845,5.161318225378201
0.7035175879396985,3.8273405395488718
0.8040201005025126,1.6235146314364575
0.9045226130653267,3.895771964682015
1.0050251256281408,2.108203485195836
1.105527638190955,2.3024074536977372
1.206030150753769,3.88956121528422
1.306532663316583,-0.2774388798844267
1.407035175879397,0.2135451694924444
1.5075376884422111,2.6231933041384963
1.6080402010050252,1.776277441081215
1.7085427135678393,4.454349894820945
1.8090452261306533,2.0037326419246
1.9095477386934674,0.9596774223900502
2.0100502512562817,6.651530246674055
2.1105527638190957,3.1772254221778353
2.21105527638191,3.646407310009482
2.311557788944724,0.5201472219413636
2.412060301507538,2.11682795021861
2.512562814070352,3.243208279818784
2.613065326633166,0.5173319907463299
2.71356783919598,3.3534037993406653
2.814070351758794,1.1708518823312608
2.9145728643216082,1.5491232857224269
3.0150753768844223,0.682664547103254
3.1155778894472363,5.340380803487695
3.2160804020100504,1.3577890937785722
3.3165829145728645,-0.9794260425760881
3.4170854271356785,2.5375690528394936
3.5175879396984926,-1.78448873658137
3.6180904522613067,0.8507626707161915
3.7185929648241207,-3.696580807387667
3.819095477386935,-2.627372347323067
3.919597989949749,0.24794150363485534
4.020100502512563,1.177621524882161
4.120603015075377,-0.08679906886705147
4.2211055276381915,-0.7659281188838376
4.3216080402010055,-1.2152389914003083
4.42211055276382,-3.6204813684735817
4.522613065326634,-2.124521476814767
4.623115577889448,-1.5977730798715593
4.723618090452262,1.476242635045907
4.824120603015076,0.11800334084970476
4.92462311557789,-3.996456992921799
5.025125628140704,0.3062452525519421
5.125628140703518,-0.9548250532960374
5.226130653266332,-1.3535140832389352
5.326633165829146,1.4350412989507568
5.42713567839196,2.5097890256365227
5.527638190954774,2.5693182879625356
5.628140703517588,-0.6919485413820208
5.728643216080402,0.6662346523509354
5.8291457286432165,2.261301520873705
5.9296482412060305,3.8772595383889534
6.030150753768845,1.3056978048175045
6.130653266331659,2.238184901290032
6.231155778894473,0.7468897708830813
6.331658291457287,0.9187779102962361
6.432160804020101,5.286407212193927
6.532663316582915,6.719506202629397
6.633165829145729,4.201201202182897
6.733668341708543,6.680101257816303
6.834170854271357,5.710939011273511
6.934673366834171,3.996208240534692
7.035175879396985,6.289660815138194
7.135678391959799,8.902682716688336
7.236180904522613,5.991901396649102
7.336683417085427,9.405104439262534
7.437185929648241,1.2222752633271243
7.5376884422110555,8.26383402551792
7.63819095477387,6.923611812244686
7.738693467336684,6.251417063441178
7.839195979899498,7.102791625645169
7.939698492462312,2.983697093632176
8.040201005025127,6.528890389420324
8.14070351758794,7.662105231356804
8.241206030150755,9.854273349112038
8.341708542713569,5.784514896213203
8.442211055276383,5.099891693101221
8.542713567839197,5.5840003945911985
8.643216080402011,8.265579044102449
8.743718592964825,6.918210735402871
8.84422110552764,5.008059066463255
8.944723618090453,6.884378804891672
9.045226130653267,5.828280861985233
9.145728643216081,7.336479898518386
9.246231155778895,3.7518083945829623
9.34673366834171,4.251937810190089
9.447236180904524,3.8720327872844793
9.547738693467338,1.478886092596734
9.648241206030152,4.751536917708433
9.748743718592966,4.441496858936589
9.84924623115578,3.6993411372515244
9.949748743718594,3.0021369383700254
10.050251256281408,0.4379410462470972
10.150753768844222,2.242489683066845
10.251256281407036,2.233548795663855
10.35175879396985,1.1718908697797832
10.452261306532664,2.3355572659604222
10.552763819095478,3.373830616678429
10.653266331658292,6.273057522724564
10.753768844221106,2.8133183476883032
10.85427135678392,2.972136437631184
10.954773869346734,2.3309917679578485
11.055276381909549,-1.3045593174158392
11.155778894472363,2.5632777010210606
11.256281407035177,2.8499772737606186
11.35678391959799,7.79846613413533
11.457286432160805,2.6580480429689777
11.557788944723619,3.843759240356074
11.658291457286433,3.394752065006753
11.758793969849247,1.3741984613339788
11.859296482412061,6.266457518258253
11.959798994974875,5.773603462212304
12.06030150753769,6.157986191896069
12.160804020100503,3.07800873474513
